Dates,Fed,US3Y,US10Y,KRbase,KR3Y,KR10Y,USDKRW,USDKRW12M
03/22/07,5.27,4.75,4.625,4.5,4.763,4.927,937.9,932.1
03/21/07,5.26,4.75,4.625,4.5,4.794,4.933,937.97,930.85
03/20/07,5.26,4.75,4.625,4.5,4.795,4.935,941.65,932.45
03/19/07,5.26,4.75,4.625,4.5,4.803,4.943,943.65,936.9
03/16/07,5.25,4.75,4.625,4.5,4.788,4.928,944.75,937.15
03/15/07,5.29,4.75,4.625,4.5,4.81,4.95,944.6,938.5
03/14/07,5.27,4.75,4.625,4.5,4.81,4.94,946.35,939.2
03/13/07,5.25,4.75,4.625,4.5,4.84,4.973,944.55,941.4
03/12/07,5.25,4.75,4.625,4.5,4.83,4.964,943.95,937.98
03/09/07,5.24,4.75,4.625,4.5,4.8,4.927,945.85,939.7
03/08/07,5.24,4.75,4.625,4.5,4.81,4.932,947.85,939.6
03/07/07,5.24,4.75,4.625,4.5,4.797,4.924,948.68,941.7
03/06/07,5.22,4.75,4.625,4.5,4.83,4.96,947.67,941.1
03/05/07,5.27,4.75,4.625,4.5,4.81,4.937,951.35,944.18
03/02/07,5.23,4.75,4.625,4.5,4.86,4.963,943.05,942.7
03/01/07,5.31,4.75,4.625,4.5,4.86,4.96,936.55,936.7
02/28/07,5.41,4.75,4.625,4.5,4.86,4.96,941.7,935.55
02/27/07,5.27,4.75,4.625,4.5,4.86,4.958,938.9,934.2
02/26/07,5.3,4.75,4.625,4.5,4.843,4.938,938.7,932.1
02/23/07,5.24,4.75,4.625,4.5,4.857,4.948,938.05,931.9
02/22/07,5.26,4.75,4.625,4.5,4.856,4.953,938.83,933.35
02/21/07,5.23,4.75,4.625,4.5,4.863,4.963,938.5,933.98
02/20/07,5.27,4.75,4.625,4.5,4.89,4.987,938.45,932.8
02/19/07,5.24,4.75,4.625,4.5,4.863,4.947,936.45,930.7
02/16/07,5.24,4.75,4.625,4.5,4.863,4.947,936.5,930
02/15/07,5.29,4.75,4.625,4.5,4.87,4.948,934.8,927.58
02/14/07,5.27,4.75,4.625,4.5,4.917,5,938.4,929.15
02/13/07,5.26,4.75,4.625,4.5,4.93,5.02,939.5,932.4
02/12/07,5.28,4.75,4.625,4.5,4.92,5.012,937.55,931.6
02/09/07,5.25,4.75,4.625,4.5,4.922,5.01,934.6,927.98
02/08/07,5.25,4.75,4.625,4.5,4.927,5.022,935.05,928.28
02/07/07,5.23,4.75,4.625,4.5,4.94,5.05,933.65,927.6
02/06/07,5.24,4.75,4.625,4.5,4.97,5.097,932.95,926.18
02/05/07,5.25,4.625,4.625,4.5,5,5.163,935.75,928.68
02/02/07,5.24,4.625,4.625,4.5,5.003,5.133,937.2,931.75
02/01/07,5.29,4.625,4.625,4.5,4.96,5.03,937.1,930.7
01/31/07,5.33,4.625,4.625,4.5,5.015,5.057,941.2,932.38
01/30/07,5.23,4.625,4.625,4.5,5.03,5.068,942.45,937.1
01/29/07,5.26,4.625,4.625,4.5,5.042,5.08,940.5,935.5
01/26/07,5.26,4.625,4.625,4.5,5.062,5.098,940.6,934.1
01/25/07,5.31,4.625,4.625,4.5,5.02,5.09,936.05,931
01/24/07,5.27,4.625,4.625,4.5,5.02,5.103,936.12,929.45
01/23/07,5.26,4.625,4.625,4.5,4.982,5.07,940.35,932.08
01/22/07,5.24,4.625,4.625,4.5,4.97,5.06,940.1,933.88
01/19/07,5.25,4.625,4.625,4.5,4.96,5.045,936.3,931.35
01/18/07,5.23,4.625,4.625,4.5,4.992,5.07,936.7,932.48
01/17/07,5.25,4.625,4.625,4.5,4.98,5.04,936.95,930.85
01/16/07,5.28,4.625,4.625,4.5,4.982,5.038,935.65,930.25
01/15/07,5.22,4.625,4.625,4.5,4.983,5.033,938.6,931.8
01/12/07,5.22,4.625,4.625,4.5,4.97,5.023,940.05,933.45
01/11/07,5.27,4.625,4.625,4.5,4.925,4.98,938.95,936.68
01/10/07,5.26,4.625,4.625,4.5,4.9,4.973,937.75,933.73
01/09/07,5.25,4.625,4.625,4.5,4.9,4.98,938.55,933.15
01/08/07,5.23,4.625,4.625,4.5,4.893,4.995,938.15,931.85
01/05/07,5.21,4.625,4.625,4.5,4.88,4.998,934.15,928.45
01/04/07,5.24,4.625,4.625,4.5,4.91,5.03,931.2,926.45
01/03/07,5.28,4.625,4.625,4.5,4.903,5.023,926.15,926.48
01/02/07,5.3,4.625,4.625,4.5,4.93,5.063,925.65,919.45
01/01/07,5.17,4.625,4.625,4.5,4.922,5.057,929.7,921.8
12/29/06,5.17,4.625,4.625,4.5,4.922,5.057,929.7,923.63
12/28/06,5.25,4.625,4.625,4.5,4.92,5.057,929.7,925.4
12/27/06,5.17,4.625,4.625,4.5,4.925,5.073,930.45,924.6
12/26/06,5.29,4.625,4.625,4.5,4.935,5.09,929.85,924.1
12/25/06,5.24,4.625,4.625,4.5,4.85,5.003,928.6,921.8
12/22/06,5.24,4.625,4.625,4.5,4.85,5.003,928.35,923.35
12/21/06,5.25,4.625,4.625,4.5,4.833,4.98,927.25,920.85
12/20/06,5.26,4.625,4.625,4.5,4.85,4.985,925.75,919.5
12/19/06,5.21,4.625,4.625,4.5,4.83,4.96,931.85,920.8
12/18/06,5.21,4.625,4.625,4.5,4.83,4.96,927.25,923.33
12/15/06,5.27,4.625,4.625,4.5,4.81,4.94,923.1,916.3
12/14/06,5.29,4.625,4.625,4.5,4.805,4.938,920.7,915.1
12/13/06,5.23,4.625,4.625,4.5,4.758,4.892,922.55,918.1
12/12/06,5.23,4.625,4.625,4.5,4.762,4.893,922.7,915.25
12/11/06,5.25,4.625,4.625,4.5,4.78,4.93,925.95,920.6
12/08/06,5.25,4.625,4.625,4.5,4.738,4.86,920.35,918.6
12/07/06,5.25,4.625,4.625,4.5,4.71,4.827,913.92,908.3
12/06/06,5.22,4.625,4.625,4.5,4.73,4.842,916.45,911.8
12/05/06,5.21,4.625,4.625,4.5,4.77,4.88,924.4,914.2
12/04/06,5.22,4.625,4.625,4.5,4.79,4.938,927.5,923.7
12/01/06,5.27,4.625,4.625,4.5,4.81,4.967,928.55,920.7
11/30/06,5.31,4.625,4.625,4.5,4.82,4.98,929.55,921.8
11/29/06,5.26,4.625,4.625,4.5,4.817,4.978,930.4,923.3
11/28/06,5.24,4.625,4.625,4.5,4.8,4.97,930.85,923.35
11/27/06,5.32,4.625,4.625,4.5,4.768,4.952,930.65,923.25
11/24/06,5.24,4.625,4.625,4.5,4.763,4.95,932.1,921.45
11/23/06,5.26,4.625,4.625,4.5,4.76,4.95,930.45,922.2
11/22/06,5.26,4.625,4.625,4.5,4.723,4.91,934.1,922.8
11/21/06,5.29,4.625,4.625,4.5,4.73,4.91,935.47,927.15
11/20/06,5.25,4.625,4.625,4.5,4.689,4.873,935.33,928.1
11/17/06,5.2,4.625,4.625,4.5,4.713,4.887,938.85,927.2
11/16/06,5.25,4.625,4.625,4.5,4.705,4.878,937.55,929.5
11/15/06,5.29,4.625,4.625,4.5,4.71,4.88,941.45,935.05
11/14/06,5.25,4.625,4.625,4.5,4.73,4.9,937.03,929.45
11/13/06,5.27,4.625,4.625,4.5,4.7,4.87,935.05,928.5
11/10/06,5.23,4.625,4.625,4.5,4.68,4.85,934.05,925.55
11/09/06,5.23,4.625,4.625,4.5,4.7,4.87,936.65,930.35
11/08/06,5.22,4.625,4.875,4.5,4.78,4.97,935.25,925.65
11/07/06,5.22,4.875,4.875,4.5,4.73,4.93,938.5,928.85
11/06/06,5.24,4.875,4.875,4.5,4.72,4.92,942.35,934
11/03/06,5.25,4.875,4.875,4.5,4.62,4.81,937.3,930.25
11/02/06,5.22,4.875,4.875,4.5,4.62,4.81,938.95,929
11/01/06,5.23,4.875,4.875,4.5,4.66,4.87,939.4,929.05
10/31/06,5.31,4.875,4.875,4.5,4.71,4.91,942.35,932.7
10/30/06,5.27,4.875,4.875,4.5,4.7,4.9,944.65,934.6
10/27/06,5.23,4.875,4.875,4.5,4.66,4.84,947.35,933.65
10/26/06,5.23,4.875,4.875,4.5,4.65,4.83,949.78,937.2
10/25/06,5.26,4.875,4.875,4.5,4.67,4.85,955.8,944.15
10/24/06,5.24,4.875,4.875,4.5,4.67,4.85,958.5,946.9
10/23/06,5.24,4.875,4.875,4.5,4.6,4.78,959.6,949.2
10/20/06,5.25,4.875,4.875,4.5,4.57,4.75,957.35,947
10/19/06,5.22,4.875,4.875,4.5,4.57,4.75,957.3,946
10/18/06,5.23,4.875,4.875,4.5,4.6,4.79,955.38,945.75
10/17/06,5.21,4.875,4.875,4.5,4.6,4.79,954.38,943.55
10/16/06,5.28,4.875,4.875,4.5,4.63,4.81,955.45,943.7
10/13/06,5.21,4.875,4.875,4.5,4.62,4.79,954.15,945.4
10/12/06,5.25,4.875,4.875,4.5,4.61,4.77,957.85,946.75
10/11/06,5.25,4.875,4.875,4.5,4.61,4.76,958.2,950.25
10/10/06,5.28,4.875,4.875,4.5,4.58,4.72,959.55,949.95
10/09/06,5.22,4.875,4.875,4.5,4.59,4.73,963.9,953.23
10/06/06,5.22,4.875,4.875,4.5,4.57,4.72,949.2,944.78
10/05/06,5.23,4.875,4.875,4.5,4.57,4.72,949.2,940.98
10/04/06,5.23,4.875,4.875,4.5,4.57,4.72,949.15,941.73
10/03/06,5.25,4.875,4.875,4.5,4.59,4.75,947.9,938
10/02/06,5.33,4.875,4.875,4.5,4.59,4.75,948,937.33
09/29/06,5.34,4.875,4.875,4.5,4.57,4.73,946.25,937.63
09/28/06,5.28,4.875,4.875,4.5,4.61,4.83,944.75,937.2
09/27/06,5.3,4.875,4.875,4.5,4.61,4.84,943.6,935.43
09/26/06,5.25,4.875,4.875,4.5,4.62,4.86,944,935.58
09/25/06,5.3,4.875,4.875,4.5,4.63,4.87,943.8,935.3
09/22/06,5.27,4.875,4.875,4.5,4.62,4.85,946.9,936.35
09/21/06,5.24,4.875,4.875,4.5,4.66,4.89,942.9,934
09/20/06,5.23,4.875,4.875,4.5,4.67,4.9,950.85,940.45
09/19/06,5.21,4.875,4.875,4.5,4.72,4.94,952.1,944.3
09/18/06,5.23,4.875,4.875,4.5,4.72,4.94,956.5,947.2
09/15/06,5.25,4.875,4.875,4.5,4.71,4.91,956.35,946.65
09/14/06,5.26,4.875,4.875,4.5,4.72,4.91,957.55,946.9
09/13/06,5.26,4.875,4.875,4.5,4.71,4.9,959.05,947
09/12/06,5.21,4.875,4.875,4.5,4.73,4.91,959.4,950.4
09/11/06,5.24,4.875,4.875,4.5,4.73,4.91,957.5,949.3
09/08/06,5.23,4.875,4.875,4.5,4.73,4.9,956.35,947.35
09/07/06,5.23,4.875,4.875,4.5,4.73,4.9,956.4,946.4
09/06/06,5.21,4.875,4.875,4.5,4.78,4.96,957.05,947.9
09/05/06,5.26,4.875,4.875,4.5,4.74,4.91,956.65,946.1
09/04/06,5.25,4.875,4.875,4.5,4.72,4.89,960.2,947.8
09/01/06,5.25,4.875,4.875,4.5,4.73,4.9,960.55,952.25
08/31/06,5.31,4.875,4.875,4.5,4.76,4.96,961.3,951.55
08/30/06,5.25,4.875,4.875,4.5,4.76,4.96,961.4,951.35
08/29/06,5.23,4.875,4.875,4.5,4.75,4.93,961,950.4
08/28/06,5.25,4.875,4.875,4.5,4.75,4.91,964,954.1
08/25/06,5.25,4.875,4.875,4.5,4.75,4.9,961.95,952.8
08/24/06,5.25,4.875,4.875,4.5,4.76,4.91,959.2,949.3
08/23/06,5.25,4.875,4.875,4.5,4.74,4.88,955.7,946.3
08/22/06,5.24,4.875,4.875,4.5,4.77,4.9,956.35,946.75
08/21/06,5.24,4.875,4.875,4.5,4.78,4.9,956.65,947.85
08/18/06,5.25,4.875,4.875,4.5,4.77,4.88,958.6,949.45
08/17/06,5.2,4.875,4.875,4.5,4.77,4.89,960.95,950.8
08/16/06,5.17,4.875,4.875,4.5,4.8,4.95,965.15,952.2
08/15/06,5.24,4.875,4.875,4.5,4.81,4.94,965.75,954.95
08/14/06,5.26,4.875,4.875,4.5,4.81,4.94,965.75,956.95
08/11/06,5.24,4.875,4.875,4.5,4.75,4.88,961.85,953.55
08/10/06,5.24,4.875,4.875,4.5,4.8,4.98,958,951.5
08/09/06,5.25,4.875,4.875,4.25,4.75,4.96,959.5,949
08/08/06,5.26,4.875,5.125,4.25,4.76,4.96,963.7,953.25
08/07/06,5.24,4.875,5.125,4.25,4.79,4.99,962.6,953.45
08/04/06,5.25,4.875,5.125,4.25,4.81,5,964.75,951.95
08/03/06,5.27,4.875,5.125,4.25,4.79,4.98,965.9,955
08/02/06,5.25,4.875,5.125,4.25,4.8,4.98,962.3,955
08/01/06,5.27,4.875,5.125,4.25,4.79,4.97,956,947.7
07/31/06,5.31,4.875,5.125,4.25,4.83,5.05,955.2,945.2
07/28/06,5.26,4.875,5.125,4.25,4.86,5.08,953.9,944.05
07/27/06,5.27,4.875,5.125,4.25,4.87,5.1,950.8,941.7
07/26/06,5.24,4.875,5.125,4.25,4.89,5.12,953.9,941.6
07/25/06,5.24,4.875,5.125,4.25,4.9,5.13,952.2,944.05
07/24/06,5.24,4.875,5.125,4.25,4.87,5.12,951.7,941.5
07/21/06,5.23,4.875,5.125,4.25,4.86,5.12,948.9,940.15
07/20/06,5.24,4.875,5.125,4.25,4.86,5.12,952,943.6
07/19/06,5.23,4.875,5.125,4.25,4.89,5.15,957.8,941.6
07/18/06,5.22,4.875,5.125,4.25,4.88,5.15,958.65,948.8
07/17/06,5.28,4.875,5.125,4.25,4.91,5.19,953.85,947.85
07/14/06,5.26,4.875,5.125,4.25,4.91,5.19,953.85,944.3
07/13/06,5.26,4.875,5.125,4.25,4.93,5.2,949.3,941
07/12/06,5.27,4.875,5.125,4.25,4.94,5.22,948.75,940.15
07/11/06,5.25,4.875,5.125,4.25,4.92,5.22,946.75,935.8
07/10/06,5.24,4.875,5.125,4.25,4.95,5.26,942,932.4
07/07/06,5.22,4.875,5.125,4.25,4.93,5.25,947.9,932.2
07/06/06,5.24,4.875,5.125,4.25,4.85,5.18,949.8,935.75
07/05/06,5.25,4.875,5.125,4.25,4.85,5.17,946.8,937.8
07/04/06,5.25,4.875,5.125,4.25,4.89,5.18,943.4,931.35
07/03/06,5.25,4.875,5.125,4.25,4.92,5.19,944.85,934.7
06/30/06,5.05,4.875,5.125,4.25,4.92,5.2,948.7,937.1
06/29/06,5.08,4.875,5.125,4.25,5.01,5.3,960.6,944.5
06/28/06,5.06,4.875,5.125,4.25,5.04,5.34,957.7,948
06/27/06,5.02,4.875,5.125,4.25,5.04,5.34,958.8,947.7
06/26/06,5.03,4.875,5.125,4.25,5.03,5.34,959.5,946.95
06/23/06,4.98,4.875,5.125,4.25,5.04,5.36,956.05,946.95
06/22/06,4.98,4.875,5.125,4.25,4.96,5.3,955.2,946.2
06/21/06,4.91,4.875,5.125,4.25,4.94,5.29,955.8,942.9
06/20/06,4.92,4.875,5.125,4.25,4.94,5.31,956.65,943.05
06/19/06,4.95,4.875,5.125,4.25,4.94,5.3,961.25,949.5
06/16/06,4.94,4.875,5.125,4.25,4.89,5.25,955.75,945.75
06/15/06,5.02,4.875,5.125,4.25,4.89,5.25,959.6,945.8
06/14/06,5,4.875,5.125,4.25,4.85,5.21,962.1,948
06/13/06,5,4.875,5.125,4.25,4.84,5.19,961.65,950.5
06/12/06,5.01,4.875,5.125,4.25,4.84,5.19,956.8,947.2
06/09/06,5,4.875,5.125,4.25,4.82,5.17,954.5,944.2
06/08/06,5.02,4.875,5.125,4.25,4.8,5.18,953.45,946.5
06/07/06,4.99,4.875,5.125,4,4.77,5.19,948.2,938.5
06/06/06,4.99,4.875,5.125,4,4.74,5.17,942.95,940
06/05/06,5.01,4.875,5.125,4,4.74,5.17,943,934.1
06/02/06,4.97,4.875,5.125,4,4.74,5.17,948,933.5
06/01/06,5.02,4.875,5.125,4,4.71,5.14,947.25,936.5
05/31/06,5.05,4.875,5.125,4,4.72,5.15,945.7,937.5
05/30/06,5.02,4.875,5.125,4,4.72,5.15,945.7,936.2
05/29/06,4.99,4.875,5.125,4,4.75,5.18,947.5,937.7
05/26/06,4.99,4.875,5.125,4,4.76,5.19,945.5,938.05
05/25/06,5.01,4.875,5.125,4,4.75,5.18,949.15,933.6
05/24/06,4.9,4.875,5.125,4,4.758,5.187,949.6,937.1
05/23/06,4.94,4.875,5.125,4,4.764,5.192,943.8,936.1
05/22/06,5,4.875,5.125,4,4.748,5.169,952.2,937.9
05/19/06,5,4.875,5.125,4,4.724,5.168,946.25,936.75
05/18/06,5,4.875,5.125,4,4.756,5.226,947.1,934.2
05/17/06,4.96,4.875,5.125,4,4.781,5.236,943.45,935.3
05/16/06,4.98,4.875,5.125,4,4.81,5.228,945,931.4
05/15/06,5.01,4.875,5.125,4,4.81,5.228,943.5,944.35
05/12/06,5.01,4.875,5.125,4,4.772,5.17,932.85,927.5
05/11/06,4.99,4.875,5.125,4,4.786,5.223,935.6,925.43
05/10/06,4.88,4.875,4.5,4,4.822,5.235,929.2,920.93
05/09/06,4.78,4.875,4.5,4,4.811,5.231,932,920.93
05/08/06,4.88,4.5,4.5,4,4.809,5.225,927.8,921.33
05/05/06,4.83,4.5,4.5,4,4.845,5.263,939.6,926.28
05/04/06,4.83,4.5,4.5,4,4.845,5.263,939.6,928.48
05/03/06,4.81,4.5,4.5,4,4.865,5.284,934.3,928.03
05/02/06,4.79,4.5,4.5,4,4.85,5.266,940.15,930.03
05/01/06,4.84,4.5,4.5,4,4.849,5.257,943.15,932.38
04/28/06,4.86,4.5,4.5,4,4.849,5.257,943.2,933.73
04/27/06,4.79,4.5,4.5,4,4.901,5.348,944.9,932.88
04/26/06,4.73,4.5,4.5,4,4.908,5.367,946.55,936.38
04/25/06,4.74,4.5,4.5,4,4.918,5.382,945.1,936.88
04/24/06,4.77,4.5,4.5,4,4.913,5.389,939.7,929.48
04/21/06,4.74,4.5,4.5,4,4.954,5.433,948.5,937.18
04/20/06,4.73,4.5,4.5,4,4.995,5.473,948.6,939.83
04/19/06,4.7,4.5,4.5,4,4.996,5.483,945.55,937.38
04/18/06,4.72,4.5,4.5,4,5.044,5.556,953.8,944.13
04/17/06,4.78,4.5,4.5,4,5.045,5.572,955.8,946.28
04/14/06,4.8,4.5,4.5,4,5.067,5.593,958.35,950.78
04/13/06,4.82,4.5,4.5,4,5.023,5.554,961.6,953.83
04/12/06,4.78,4.5,4.5,4,4.979,5.513,960.4,952.83
04/11/06,4.74,4.5,4.5,4,4.973,5.504,954.8,946.18
04/10/06,4.78,4.5,4.5,4,4.984,5.472,953.8,945.4
04/07/06,4.76,4.5,4.5,4,4.945,5.421,953.3,948.23
04/06/06,4.76,4.5,4.5,4,4.978,5.474,953.5,947.83
04/05/06,4.76,4.5,4.5,4,5,5.498,957.35,952.83
04/04/06,4.76,4.5,4.5,4,5.011,5.518,963.2,954.58
04/03/06,4.87,4.5,4.5,4,4.994,5.491,970.8,962.13
03/31/06,5,4.5,4.5,4,5.006,5.453,971.65,963.48
03/30/06,4.76,4.5,4.5,4,4.912,5.413,976.1,967.2
03/29/06,4.69,4.5,4.5,4,4.908,5.434,975.15,965.85
03/28/06,4.7,4.5,4.5,4,4.942,5.453,976.75,970.53
03/27/06,4.77,4.5,4.5,4,4.952,5.498,975.65,968.9
03/24/06,4.69,4.5,4.5,4,4.952,5.493,979.5,971.1
03/23/06,4.64,4.5,4.5,4,4.932,5.471,975.5,967.75
03/22/06,4.58,4.5,4.5,4,4.935,5.475,973.55,966.63
03/21/06,4.54,4.5,4.5,4,4.923,5.471,968.3,961.9
03/20/06,4.55,4.5,4.5,4,4.917,5.472,967.05,959.55
03/17/06,4.6,4.5,4.5,4,4.898,5.429,971.25,962.98
03/16/06,4.55,4.5,4.5,4,4.917,5.423,975.1,966.13
03/15/06,4.47,4.5,4.5,4,4.89,5.381,974.85,965.38
03/14/06,4.51,4.5,4.5,4,4.926,5.398,977,969.35
03/13/06,4.52,4.5,4.5,4,4.935,5.421,980.75,973.55
03/10/06,4.51,4.5,4.5,4,4.893,5.329,980.1,973.25
03/09/06,4.51,4.5,4.5,4,4.963,5.446,982.15,977.28
03/08/06,4.51,4.5,4.5,4,5.02,5.485,982.05,976.23
03/07/06,4.51,4.5,4.5,4,5.059,5.503,976.75,974.85
03/06/06,4.51,4.5,4.5,4,4.94,5.342,974.95,968.45
03/03/06,4.51,4.5,4.5,4,4.94,5.342,971.35,965.1
03/02/06,4.5,4.5,4.5,4,4.922,5.311,969.2,961.68
03/01/06,4.52,4.5,4.5,4,4.906,5.244,971,963.73
02/28/06,4.52,4.5,4.5,4,4.906,5.244,971,964.38
02/27/06,4.52,4.5,4.5,4,4.867,5.213,968.85,962.83
02/24/06,4.48,4.5,4.5,4,4.824,5.192,966.4,960.38
02/23/06,4.47,4.5,4.5,4,4.826,5.174,969.1,960.65
02/22/06,4.49,4.5,4.5,4,4.826,5.198,974.6,968
02/21/06,4.54,4.5,4.5,4,4.841,5.218,968.55,962
02/20/06,4.48,4.5,4.5,4,4.835,5.227,967.75,962.9
02/17/06,4.48,4.5,4.5,4,4.843,5.226,972.8,966.13
02/16/06,4.48,4.5,4.5,4,4.82,5.219,974.55,968.83
02/15/06,4.5,4.5,4.5,4,4.819,5.244,974.1,967.4
02/14/06,4.45,4.5,4.5,4,4.837,5.246,969.9,962.73
02/13/06,4.44,4.5,4.5,4,4.915,5.3,976.75,970.45
02/10/06,4.51,4.5,4.5,4,4.856,5.278,967.8,962.13
02/09/06,4.52,4.5,4.5,4,4.919,5.314,972.75,967.05
02/08/06,4.48,4.5,4.5,3.75,4.947,5.433,971.3,969.5
02/07/06,4.47,4.5,4.5,3.75,4.994,5.432,968.25,960.98
02/06/06,4.51,4.375,4.5,3.75,4.99,5.389,963.1,957.15
02/03/06,4.51,4.375,4.5,3.75,4.998,5.448,970.15,967.65
02/02/06,4.48,4.375,4.5,3.75,4.956,5.404,972.3,967.63
02/01/06,4.47,4.375,4.5,3.75,4.909,5.39,961.6,961.48
01/31/06,4.47,4.375,4.5,3.75,4.978,5.457,964.65,959.43
01/30/06,4.48,4.375,4.5,3.75,4.977,5.475,970.8,970.63
01/27/06,4.42,4.375,4.5,3.75,4.977,5.475,970.8,967.33
01/26/06,4.37,4.375,4.5,3.75,4.977,5.461,969,964.05
01/25/06,4.36,4.375,4.5,3.75,5.01,5.521,968.7,968.73
01/24/06,4.28,4.375,4.5,3.75,5.051,5.553,975.6,973.6
01/23/06,4.26,4.375,4.5,3.75,5.026,5.509,981.5,976.4
01/20/06,4.24,4.375,4.5,3.75,5.049,5.524,986.7,980
01/19/06,4.23,4.375,4.5,3.75,5.003,5.544,985.05,981.1
01/18/06,4.24,4.375,4.5,3.75,5.012,5.508,992.15,985.9
01/17/06,4.32,4.375,4.5,3.75,5.085,5.597,989.05,988.1
01/16/06,4.3,4.375,4.5,3.75,5.032,5.584,982.45,983.6
01/13/06,4.3,4.375,4.5,3.75,4.986,5.564,987.65,979.4
01/12/06,4.28,4.375,4.5,3.75,5.057,5.617,974.1,969.75
01/11/06,4.24,4.375,4.5,3.75,5.096,5.698,978.35,974.55
01/10/06,4.24,4.375,4.5,3.75,5.15,5.696,982.05,980.1
01/09/06,4.25,4.375,4.5,3.75,5.077,5.681,977.45,978.6
01/06/06,4.22,4.375,4.5,3.75,5.167,5.761,987.9,980.9
01/05/06,4.24,4.375,4.5,3.75,5.163,5.762,987.35,992.9
01/04/06,4.22,4.375,4.5,3.75,5.107,5.638,998.1,994
01/03/06,4.34,4.375,4.5,3.75,5.144,5.723,1002.85,1000.35
01/02/06,4.09,4.375,4.5,3.75,5.194,5.765,1007.95,1004.75
12/30/05,4.09,4.375,4.5,3.75,5.129,5.632,1010,1005.5
12/29/05,4.18,4.375,4.5,3.75,5.142,5.67,1009.35,1004.78
12/28/05,4.19,4.375,4.5,3.75,5.062,5.557,1012.9,1009.73
12/27/05,4.26,4.375,4.5,3.75,5.048,5.604,1012.7,1009.68
12/26/05,4.21,4.375,4.5,3.75,5.089,5.583,1011.85,1007.35
12/23/05,4.21,4.375,4.5,3.75,5.089,5.583,1013.6,1010.48
12/22/05,4.25,4.375,4.5,3.75,5.06,5.544,1016.5,1012.78
12/21/05,4.08,4.375,4.5,3.75,5.052,5.51,1018.85,1014.73
12/20/05,4.3,4.375,4.5,3.75,5.005,5.464,1016.6,1015.73
12/19/05,4.25,4.375,4.5,3.75,4.963,5.48,1015.5,1012.28
12/16/05,4.25,4.375,4.5,3.75,5.032,5.52,1016.35,1012.25
12/15/05,4.29,4.375,4.5,3.75,5.022,5.494,1012.5,1010.18
12/14/05,4.26,4.375,4.5,3.75,5.016,5.487,1016.5,1011.18
12/13/05,4.23,4.375,4.5,3.75,5.093,5.63,1026,1022
12/12/05,4.24,4.375,4.5,3.75,5.105,5.652,1033.6,1027.45
12/09/05,4.16,4.375,4.5,3.75,5.163,5.547,1033.85,1030.95
12/08/05,4.09,4.375,4.5,3.75,5.137,5.744,1034.5,1030.85
12/07/05,3.98,4.375,4.5,3.5,5.308,5.866,1035.45,1032.5
12/06/05,3.97,4.375,4.5,3.5,5.31,5.891,1034.5,1031.3
12/05/05,4.02,4.375,4.5,3.5,5.249,5.874,1036.4,1032
12/02/05,4,4.375,4.5,3.5,5.286,5.802,1038,1031.5
12/01/05,4.03,4.375,4.5,3.5,5.252,5.725,1035,1033
11/30/05,4.03,4.375,4.5,3.5,5.244,5.756,1033.7,1033.5
11/29/05,3.99,4.375,4.5,3.5,5.03,5.683,1036.5,1034.08
11/28/05,4.01,4.375,4.5,3.5,5.037,5.671,1038.9,1032.8
11/25/05,4.03,4.375,4.5,3.5,5.08,5.686,1041.5,1040
11/24/05,4.01,4.375,4.5,3.5,5.094,5.697,1037.7,1032.8
11/23/05,4.01,4.375,4.5,3.5,5.059,5.749,1035.5,1031.7
11/22/05,3.99,4.375,4.5,3.5,5.273,5.779,1043.5,1040.1
11/21/05,4.03,4.375,4.5,3.5,5.221,5.831,1038.45,1036.15
11/18/05,4,4.375,4.5,3.5,5.198,5.758,1036.35,1032
11/17/05,3.98,4.375,4.5,3.5,5.228,5.834,1033.5,1030
11/16/05,3.96,4.375,4.5,3.5,5.296,5.886,1036.5,1033.5
11/15/05,3.97,4.375,4.5,3.5,5.303,5.88,1035.35,1031.95
11/14/05,4.03,4.375,4.5,3.5,5.282,5.842,1037.5,1035.2
11/11/05,3.98,4.375,4.5,3.5,5.258,5.833,1041.3,1037.65
11/10/05,3.98,4.375,4.5,3.5,5.254,5.816,1045.1,1041.95
11/09/05,4.02,4.375,4.25,3.5,5.207,5.751,1046.3,1043
11/08/05,3.95,4.375,4.25,3.5,5.191,5.742,1046,1041.8
11/07/05,3.99,4.125,4.25,3.5,5.16,5.676,1049.5,1043
11/04/05,4,4.125,4.25,3.5,5.002,5.669,1047.5,1045.1
11/03/05,4.01,4.125,4.25,3.5,5.019,5.622,1043.5,1043
11/02/05,3.99,4.125,4.25,3.5,4.989,5.514,1039.5,1037.1
11/01/05,3.99,4.125,4.25,3.5,4.981,5.491,1041.5,1038.5
10/31/05,4.02,4.125,4.25,3.5,5.013,5.547,1040.5,1038.75
10/28/05,3.9,4.125,4.25,3.5,5.023,5.562,1043.35,1037.85
10/27/05,3.85,4.125,4.25,3.5,5.053,5.588,1041.3,1035.3
10/26/05,3.75,4.125,4.25,3.5,5.058,5.538,1042.8,1042.4
10/25/05,3.74,4.125,4.25,3.5,4.991,5.526,1048.5,1044
10/24/05,3.76,4.125,4.25,3.5,4.867,5.412,1055.5,1049.53
10/21/05,3.76,4.125,4.25,3.5,4.867,5.412,1058.5,1055.8
10/20/05,3.77,4.125,4.25,3.5,4.827,5.377,1054.5,1050
10/19/05,3.71,4.125,4.25,3.5,4.827,5.387,1053.4,1047.9
